audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41640726.mp3, Lord explores the city and rescues a paraglider on the Bay Bridge.,George explores the city and rescues a paraglider on the Bay Bridge.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41640797.mp3, Alumni Occupy and number of senior executive positions in India.,Alumni occupy a number of senior executive positions in India and abroad.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41640858.mp3, An inquiry service is available.,An Enquiry service is available.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41640903.mp3, He promoted the nuclear center of Mexico that would be inaugurated after his,He promoted the Nuclear Center of Mexico that would be inaugurated after his death.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41640929.mp3," She stays in the HUD or shelters, especially made for her.",She stays in a hut or shelter specially made for her.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41646807.mp3," An oyster of the old school, whom nobody can open.",An oyster of the old school whom nobody can open.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41646865.mp3," During the opening, Snoopy practices magic with a woodstock bias side.","During the opening, Snoopy practices magic with Woodstock by his side."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41646916.mp3, Deluca was born in Bass Country.,De Luco was born in Basque Country.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41647307.mp3, Excellent arrangement pierce.,"An excellent arrangement, Pearce."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41650559.mp3, After lightly debuted on E.,After Lately debuted on E!
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653542.mp3," Alternatively, mission equipment can be installed in the cabin area.","Alternatively, mission equipment can be installed in the cabin area."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653606.mp3, Hope World Junctions located within the town of East Fischkelle.,Hopewell Junction is located within the town of East Fishkill.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653609.mp3, The name of the band may be translated as meaning full hallucination.,"The name of the band may be translated as ""meaningful hallucinations"" or ""semantic hallucinations."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653613.mp3," From Scandinavia, they travel south through Russia.",From Scandinavia they travelled south through Russia.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653632.mp3, The camera is then pushed along the track while the image is being filmed.,The camera is then pushed along the track while the image is being filmed.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653651.mp3, He's married to Claire.,He is married to Claire.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653757.mp3," So the smaller boy belonged at first, almost entirely to Annie.",So the smaller boy belonged at first almost entirely to Annie.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653758.mp3, George finds the dragon and takes it into custody.,George finds the dragon and takes it into custody.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653852.mp3, Redshirt was also a popular leader and served as three bears lieutenant.,Red Shirt was also a popular leader and served as Three Bears' lieutenant.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653912.mp3, Marvel editors scrapped the story due to concerns about the controversy in my,Marvel editors scrapped the story due to concerns about the controversy it might generate.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653916.mp3," The following year, he was promoted to the rank of Lieutenant.",The following year he was promoted to the rank of lieutenant.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653928.mp3, Coffee opened the Dr. Stellary on Grand Canal Street and Dublin.,Coffey opened the Dock Distillery on Grand Canal Street in Dublin.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41653930.mp3, Everybody like her. For a month her good gifts was packed.,"Everybody liked her, for among her good gifts was tact."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41654122.mp3, He has also written two novels.,He has also written two novels.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41654173.mp3," India, the ReapBark is sometimes used for tany.","In India, the root bark is sometimes used for tanning."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41664193.mp3, The station is barrier free from the street to the bus platform.,The station is barrier free from the street to the bus platforms.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41664201.mp3, He died in America where he had a Virginia estate.,"He died in America, where he had a Virginia estate."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41678595.mp3, Many of these programs are highlighted in the following sections.,Many of these programs are highlighted in the following sections.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41678634.mp3," Unlike traditional line sweepers, they were not equipped for sweeping more","Unlike traditional minesweepers, they were not equipped for sweeping moored or magnetic mines."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41678647.mp3, He was famous for his attention to the details of eyelids and toenails.,He was famous for his attention to the details of eyelids and toenails.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41678650.mp3," With her new position, she oversaw the reorganization of the","With her new position, she oversaw the reorganisation of the Devonshire estates."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41682485.mp3, Agnote therapy is a method developed in Israel to help elderly people,Agnotherapy is a method developed in Israel to help elderly people express their feelings.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41682531.mp3," In purging waiting on trains, like.","In church and waiting on trains, like."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41686447.mp3, Little is known about his life and only one of his works has survived.,Little is known about his life and only one of his works has survived.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41686449.mp3, The bell has seldom used as a decibel was the proposed working unit.,"The bel is seldom used, as the decibel was the proposed working unit."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41686470.mp3, The victories on the court have begun to add up.,The victories on the court have begun to add up.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41686493.mp3, He performed for French Snatra and Liza Manale.,He performed for Frank Sinatra and Liza Minnelli.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41691663.mp3, To FOIA married Geronimo to FOIA with whom she had eight children.,Tafoya married Geronimo Tafoya with whom she had eight children.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41691860.mp3, It is unknown whether this is the same call it as a city.,It is unknown whether this is the same Kohlit as the city.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692086.mp3, He has been represented by the premier speaker's bureau.,He has been represented by the Premier Speakers Bureau.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692243.mp3, And hope that the tears would come in solitude.,Anne hoped that the tears would come in solitude.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692271.mp3, It is a concerto for guitar and orchestra.,"It is a ""concerto"" for guitar and orchestra."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692285.mp3," His reputation is that of a lawyer, a statesman, and a man of","His reputation is that of a lawyer, a statesman and a man of letters."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692385.mp3, It now has its own website where a scan copy can be found.,"It now has its own website, where a scanned copy can be found."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692535.mp3, The spotty of water is very famous for pleasure boating.,This body of water is very famous for pleasure boating.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692548.mp3, Or should one be surprised that the tunes themselves have multiple names?,Nor should one be surprised that the tunes themselves have multiple names.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41692600.mp3, Eva Creek is the birthplace of geocaching.,Beavercreek is the birthplace of geocaching.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41696203.mp3, There should be room for three people on the front seat.,There should be room for three people on the front seat.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41696290.mp3, One of the Englishmen would have done that.,One of the Englishmen would have done that.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41704461.mp3, It is the oldest continuous organization of New Orleans' Marty Grafis's,It is the oldest continuous organization of New Orleans Mardi Gras festivities.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41704512.mp3, Boys on Manager Louis Wash was quoted as saying we're all absolutely,Boyzone manager Louis Walsh was quoted as saying: We're all absolutely devastated.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41704522.mp3, The Regiment's first overseas service came during the Second OBE in the war again.,The regiment's first overseas service came during the Second Opium War against China.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41704530.mp3," For a list of pastoral disc releases, see list of adult disc releases.","For a list of past DualDisc releases, see ""List of DualDisc releases""."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41764721.mp3, You can compare it with the marketing strategies of competitors.,You can compare it with the marketing strategies of competitors.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41764867.mp3, Most other cities have similar problems.,Most other cities have similar problems.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41764882.mp3, He had in many lobbies to the provincial and nation's capital.,He headed many lobbies to the provincial and nation's capital.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41765127.mp3," Behind this is Tai No Shon, the tallest hill in Hong Kong.","Behind this is Tai Mo Shan, the tallest hill in Hong Kong."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41765553.mp3," He ran two more races the next year, suffering transmission failure in","He ran two more races the next year, suffering transmission failure in both races."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40353084.mp3, She hides her grief and joined in the homecoming celebration.,She hides her grief and joins in the homecoming celebration.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40434934.mp3, Let's eat the chocolate tonight.,Let's eat the chocolate tonight.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40401859.mp3, Newport was a county burrow.,Newport was a county borough.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260115.mp3, The HECMON model falls into this type.,The Heckman model falls into this type.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40256893.mp3, More modern versions of the tax no longer require in actual,More modern versions of the tax no longer require an actual stamp.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40190598.mp3, The classification is based on the timing of transcription that is temporarily regulated.,This classification is based on the timing of transcription that is temporally regulated.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40233996.mp3," It forms the largest artificial lake in Mali, Lake Montentale.","It forms the largest artificial lake in Mali, Lake Manantali."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40416239.mp3, Fox shuffled the show's airtime repeatedly to make groom for other shows.,Fox shuffled the show's air time repeatedly to make room for other shows.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40279986.mp3," When the player character touches a monster, they die.","When the player character touches a monster, they die."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40239882.mp3, Classmates and friends endowed a scholarship in his name at Kronigi Mellon.,Classmates and friends endowed a scholarship in his name at Carnegie Mellon.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40232698.mp3, this originated slag with chimes of slaves would not allow to play,This originated in slavery times when slaves were not allowed to play musical instruments.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40789957.mp3, In autumn that year she made a solo tour with her band in Switzerland.,"In autumn that year, she made a solo tour with her band in Switzerland."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40343646.mp3," The building houses classrooms, toilets, showers, and a staff room.","The building houses classrooms, toilets, showers and a staffroom."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40323404.mp3, She was nicknamed long list.,"She was nicknamed ""Long Liz""."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40550401.mp3, Many families have moved into this houses.,Many families have moved into these houses.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40257271.mp3, Footshel seems likely to have been played with equal numbers on both,Fidchell seems likely to have been played with equal numbers on both sides.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40291059.mp3, Erikaemi has received national acclaim for its numerous instrumental,Air Academy has received national acclaim for its numerous instrumental ensembles.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328595.mp3, Call the doctor was written in three weeks and recorded in four days.,Call the Doctor was written in three weeks and recorded in four days.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40323143.mp3, He retired from basketball after this season.,He retired from basketball after the season.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40320618.mp3," For more details on geological crystal formation, see above.","For more details on geological crystal formation, see above."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40232993.mp3, This document shows that the Catholic Church is officially moved to Unity.,This document shows that the Catholic Church is officially moved to unity.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40242199.mp3, The marriage resulted in a rift between mother and son.,The marriage resulted in a rift between mother and son.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40341080.mp3, Will show off ten structures its investment mandates to meet specific,Wilshire often structures its investment mandates to meet specific objectives.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40202154.mp3, It supports had to be attached to the mensel.,Its supports had to be attached to the mensa.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40199565.mp3, Fuel was delivered via multiple fuel ejections.,Fuel was delivered via Multiport Fuel Injection.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40597464.mp3, No tree may be felled on the holy ground.,No tree may be felled on the holy ground.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40565266.mp3," Despite the movement of the front lines, fighting continued throughout","Despite the movement of the front lines, fighting continued throughout the country."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40402892.mp3, Mr Mallory was hit by a car on his way to work.,Mr. Mallory was hit by a car on his way to work.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40375056.mp3, It is not thus used in England.,It is not thus used in England.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206464.mp3, Carson High School's mascot is the senator.,Carson High School's mascot is the Senator.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260230.mp3, Transport network analysis falls within the field of transport engineering.,Transport network analysis falls within the field of transport engineering.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40354557.mp3, I will review some of the notable developments in the economy and financial,I will review some of the notable developments in the economy and financial system
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40321872.mp3, Trent manages to secure a small fighter in the parts for Savara.,"Trent manages to secure a small fighter, and departs for Savara."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40359292.mp3, People always backup and small country lands to lay QPR.,People always back up in small country lanes to let you pass.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40358249.mp3, The ancients were also called source for their common appearance in the,"The Ancients were also called ""Soarers"" for their common appearance in the air."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40423369.mp3, This will lead to a more active participation from the patient's side.,This will lead to a more active participation from the patient's side.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40210003.mp3, This remarkable discovery was unprecedented at,This remarkable discovery was unprecedented at the time.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40236302.mp3, It's a name Christmas fairy learned.,It was named 'Christmas Fairyland'.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259517.mp3, Caledonian decided to apply for membership as did city rivals in,"Caledonian decided to apply for membership, as did city rivals Inverness Thistle."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40322882.mp3, The ending also implies that her strength exceeded Karen's.,The ending also implies that her strength exceeded Karen's.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40595430.mp3, The ledge is open each weekend from May to the end of September.,The village is open each weekend from May to the end of September.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40523210.mp3, The Matilda at Point Clay has been converted into a warm museum.,The Martello tower at Point Clear has been converted into a war museum.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40490612.mp3, The tour is the French word for Vulture.,Vautour is the French word for vulture.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40490614.mp3, He published his earliest works for the cello.,He published his earliest works for the cello.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40205387.mp3, first there is not one stand that transcription in use even,"First, there is not one standard transcription in use even for Standard Arabic."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206130.mp3," However, not merely is there no record of the wedding.","However, not merely is there no record of the wedding."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206142.mp3, The center does not award graduate degrees.,The Center does not award graduate degrees.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40322012.mp3, Intrific is really bad today probably because it's a free day,"Traffic is really bad today, probably because it's a three day weekend."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259620.mp3," Like most of the Batman family, Stephanie Brown has no superhuman","Like most of the Batman family, Stephanie Brown has no superhuman powers."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40358254.mp3, Andrew leads a revol and takes account of the member hostage.,Andrew leads a revolt and takes a Council member hostage.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269508.mp3, Liberia then liquidated the property of German nationals in Liberia.,Liberia then liquidated the property of German nationals in Liberia.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269524.mp3," Despite hard work and rough sees, the ships only found one mine.","Despite hard work in rough seas, the ships only found one mine."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40421230.mp3, Our argument may be briefly indicated in advanced as follows.,Our argument may be briefly indicated in advance as follows.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40524011.mp3," Gene is world records, considers it a production motorcycle.",Guinness World Records considers it a production motorcycle.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40628887.mp3, A unique function at the classical example to make this strong maximum principle,Harmonic functions are the classical example to which the strong maximum principle applies.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40671528.mp3, Die Unserot an Empja und Dast ab und die Dastbohl.,"He also wrote ""An Empire of Dust"" about the Dust Bowl."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40232562.mp3," However, month by month, break down for domestic sales of individual car","However, month by month breakdowns for domestic sales of individual car models are available."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40232578.mp3," However, it isn't a tall by itself geographically.",However it is an atoll by itself geographically.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40232593.mp3, It has now ended its third season.,It has now ended its third season.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40258465.mp3, The executive wing is headed by the commissioner.,The executive wing is headed by the Commissioner.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40252483.mp3, It is one of the thinnest steel and concrete towers in the world.,It is one of the thinnest steel and concrete towers in the world.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40252498.mp3," As a teenager in St. Louis, Missouri, he played with Charlie Creeper.","As a teenager in Saint Louis, Missouri he played with Charlie Creath."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40250428.mp3, Graduates of the school are prepared to pursue an artistic and theatrical,Graduates of the school are prepared to pursue an artistic and theatric occupation.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40250432.mp3," In contrast, the backwash he's ominated by the sheet flow and bed load sediment transfer.","In contrast, the backwash is dominated by the sheet flow and bedload sediment transport."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40250435.mp3, I know it's served by Silent Eye School.,Silo is served by Silo High School.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337583.mp3, The drug is administered for seven to ten days.,The drug is administered for seven to ten days.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337597.mp3, The gardens are open to the public daily.,The gardens are open to the public daily.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337623.mp3, defines the genre.,Defines the genre.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40191901.mp3," Therefore, the defendants prevailed and did not have to pay.","Therefore, the defendants prevailed, and did not have to pay."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40191922.mp3, A local woodcutter discovered a stream that ran with fine sake.,A local woodcutter discovered a stream that ran with fine sake.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40197743.mp3, Putronus was named by Homer.,Kotronas was named by Homer.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40197745.mp3, Women competed in this deepel chase for the first time.,Women competed in the steeplechase for the first time.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40204045.mp3," For your calls from the West, America has been made before.","Polyakov underwent medical assessments before, during, and after the flight."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40400919.mp3, They got a dish at Comatic George Liaochi in Mumbai.,They got engaged at Komati Gorge Lodge in Mpumalanga.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40353856.mp3," Until his death, battleheim lived in Paris.","Until his death, Bettelheim lived in Paris."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40353877.mp3, Rain and wind also caused temporal variation to the,Rain and wind also cause temporal variation to the phyllosphere microbiome.
