audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589760.mp3,it dealt with both the foreign and domestic policies of the knotsy government,It dealt with both the foreign and domestic policies of the Nazi government.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589780.mp3,he may have been the venetian sculptor alaviso lamberti d'armantania,"He may have been the Venetian sculptor, Alevisio Lamberti da Montagne."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39665074.mp3,the still new shakers is thought to be hapless,"The school newspaper is called ""De Harpoen""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39665098.mp3,the latter is considered a lost feeling,The latter is considered a lost film.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666073.mp3,their boat cannot cross the river by each side with no people on the boat,The boat cannot cross the river by itself with no people on board.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666153.mp3,there is an animal valour kept prowl building for petitions and whether a,"There is an annual gala, scarecrow building competition and well dressing in July."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666154.mp3,conquest the invention of a quiet and stubborn dog showing the,Conveys the impression of a quiet and stable dog showing determination and courage.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666160.mp3,will you for instance join the glad trunk,"Will you, for instance, join the glad throng?"
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666257.mp3,the building is the imaginary feature of the city,The building is still a major feature of the city.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666415.mp3,he went to the hardy,He went to Holland.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666416.mp3,i said at the mouth of the fellow case,I sat at the mouth of the shallow cave.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666422.mp3,he then joined the army of the emperor on the pacifical captain in our,He then joined the army of the Emperor on their successful campaign in Agadez.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39666432.mp3,i don't see why you are,I don't see why not.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39673853.mp3,i must shut back back,How much should Bob bet?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674517.mp3,marquis is on the spot of the writers of florid phenomena,Mackey is on the Board of Directors of Global Animal Partnership.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674523.mp3,probably,Problems?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693027.mp3,comer t'other is not king of smith madges,Common symptom is notching of leaf margins.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693101.mp3,montoni eyed somewhat a number of assassination attempts,Marthoma I survived a number of assassination attempts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693497.mp3,some of her most significant eight came from wilmot,Some of her most significant aid came from women.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693500.mp3,where man let the devil have the renaissance into luxembourgo,Berman later developed the ranch into luxury homes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693594.mp3,the original book was a member of the great motula claret,Yoritsugu was a member of the great Fujiwara clan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693624.mp3,but neil is thought and if frozen,"But Mew is caught, and frozen."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693683.mp3,he is deducted as a fact of in heart and also as a,"He is depicted as a hart or winged hart, and also as an angel."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39693684.mp3,constantly can the last master with two direct food at arnot,Thomson became the last motorist to drive through the tunnel.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39711244.mp3,power served on the fikian box on the legalization of the,Clover served on the Phythian Board on the reorganization of the Navy.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39711251.mp3,the better customs can aspire questioning the first name of,Independent Counsel Kenneth Starr was named the first dean of this school.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588601.mp3,there is a port on the aub river,There is a port on the Ob River.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588604.mp3,decreasing the frequency is akin to increasing the ionyspheric wits,Decreasing the frequency is akin to increasing the ionospheric width.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588632.mp3,done studies double bass and music and college,Dunn studied double bass and music in college.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588650.mp3,she focussed on the rights of crime victims and damaged a private property,She focused on the rights of crime victims and damage to private property.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588651.mp3,cartooning in caricatures play a large roll in kaiser's ups signs and story,Cartooning and caricatures play a large role in Kaisersatt's designs and story lines.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588653.mp3,his favor colors are strong reds yellows greens,"His favourite colors are: strong reds, yellows, greens, and blue."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588839.mp3,this programme was related to the impulse which created the heccatel,This programme was related to the impulse which created the Heck cattle.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588858.mp3,it is located in upper brook street,It is located in Upper Brook Street.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588874.mp3,williams announced he would resign as teamster's president while appealing his conviction,Williams announced he would resign as Teamsters president while appealing his conviction.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588875.mp3,foster said yes,Foster said yes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588912.mp3,our real men,Are we all met?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588914.mp3,no bit of it on either function or depression however has been seen,"No benefit on either function or depression, however, has been seen."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588915.mp3,blinking also protects the eye from irritance,Blinking also protects the eye from irritants.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588934.mp3,the second volume is divided more evenly into four parts,The second volume is divided more evenly into four parts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588995.mp3,her plain position is golkeeper,Her playing position is goalkeeper.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588996.mp3,main critics were g h ekimbol and fred k shaeffer,Main critics were G. H. T. Kimble and Fred K. Schaefer.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590105.mp3,many were known associates of the previous palsy king al adams,Many were known associates of the previous policy king Al Adams.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590106.mp3,his work on private commission fared better,His work on private commission fared better.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590115.mp3,displacement as moderate,Displacement is moderate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590119.mp3,the sound track contains two burnous tracks,The soundtrack contains two bonus tracks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590123.mp3,tickling can also be a form of sexual raspine,Tickling can also be a form of sexual harassment.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590149.mp3,he died of paralysis,"He died of ""paralysis""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590151.mp3,he found it with a hard worse employer dora,"He found it with a hardware supplier, Dura."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590176.mp3,proof to ours of the same things are opposed by immodest,Group tours of the facilities are held by email request.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590178.mp3,the lake water reopened the path around the barrow hills,The lake water reopened the path around the Baraboo Hills.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590370.mp3,so we started experimenting with different tent designs,So we started experimenting with different tent designs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590371.mp3,greenland is part of the arctic region,Greenland is part of the Arctic region.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590384.mp3,she was not his first choice however,She was not his first choice however.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590405.mp3,an extended version of liquor store blues was included in the set,"An extended version of ""Liquor Store Blues"" was included in the set."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590421.mp3,until the end of the war they stayed near to lose,Until the end of the War they stayed near Toulouse.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39622718.mp3,here some examples of recordings that use odd meter clay of constantin,Here are some examples of recordings that use odd meter clave concepts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39622720.mp3,there are slow and fast versions of bobo,There are 'slow' and 'fast' versions of Bobobo.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632549.mp3,no one had ever made a linds in this way before,No one had ever made a lens in this way before.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632596.mp3,he was the first hispanic member of the minnesota house of representative,He was the first Hispanic member of the Minnesota House of Representatives.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632597.mp3,johnson is regarded as the father of wolverine,Johnson is regarded as the father of Woburn.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633381.mp3,it was produced by james anthony carmacle and the commodores,It was produced by James Anthony Carmichael and the Commodores.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633391.mp3,general public access is available,General public access is available.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633394.mp3,attacks his service runs in moliere,A taxi service runs in Mouila.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633406.mp3,the models have many layers,The models have many layers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633420.mp3,the elements sold a total of six million copies world wide,The album has sold a total of six million copies worldwide.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633426.mp3,the juno ice field is the fifth largest ice field in north america,The Juneau Icefield is the fifth largest icefield in North America.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633443.mp3,college world series officials stated that crowds would return to full capacity,College World Series officials stated that crowds would return to full capacity.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633444.mp3,each community is further subdivided by primary occupation,Each community is further subdivided by primary occupation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633462.mp3,the next day giles returned to the store to find a note,"The next day, Giles returns to the store to find a note."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633515.mp3,he was seized and held down by the priests,He was seized and held down by the priests.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633516.mp3,indeed it gave out white feathers to all conscientious subjectors,"Indeed, it gave out white feathers to all conscientious objectors."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633519.mp3,he died in car cross yukon when he fell off the white past railway bridge,"He died in Carcross, Yukon when he fell off the White Pass railway bridge."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633538.mp3,natty's economy is driven by the torresom transportation and real,"Nadi's economy is driven by the tourism, transportation and real estate sectors."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633539.mp3,here peter quince,"Here, Peter Quince."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633541.mp3,if he need recommendations for some posts to read check out the recommended tab,"If you need recommendations for some posts to read, check out the recommended tab."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633577.mp3,sing was introduced to richard wiseman through their collaboration,"Singh was introduced to Richard Wiseman through their collaboration on""Tomorrow's World""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633594.mp3,man also wrote the squid billy's theme song or your man,"Matt also wrote the ""Squidbillies"" theme song, ""Warrior Man""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633610.mp3,they showed a close up of him trying to get the ink off a page,They showed a closeup of him trying to get the ink off a page.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633619.mp3,hunger's inlet in the inartica is named after joe,Hondius Inlet in Antarctica is named after Jodocus Hondius.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633628.mp3,sometimes he even uses different languages in the same piece,Sometimes he even uses different languages in the same piece.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633629.mp3,the two villages are a civil parish governed by linton and lemuth,The two villages are a civil parish governed by Lynton and Lynmouth Town Council.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633632.mp3,the calf he is also edited an antology of literary profiles from the,"McAfee has also edited an anthology of literary profiles from ""The Guardian""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633635.mp3,she lost the topseed on zeppoor in the second row,She lost to top seed Ons Jabeur in the second round.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633642.mp3,haven't you seen the latest episode already,Haven't you seen the latest episode already?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633646.mp3,jack cheese left the band over creative differences,Jack Cheeze left the band over creative differences.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644728.mp3,following the end of the war general pike was laid up at sackett's harbor,"Following the end of the war, ""General Pike"" was laid up at Sackett's Harbor."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644738.mp3,cyclists whose names are in bold are still active,Cyclists whose names are in bold are still active.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921236.mp3,after he left richwood the plumber house was used for lodging,After he left Richwood the Plummer house was used for lodging.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921252.mp3,to the war material shortages of metal completion was delayed for two years,"Due to war material shortages of metal, completion was delayed for two years."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921281.mp3,however this tale contradicts the fact that cairon later taught achilles,"However, this tale contradicts the fact that Chiron later taught Achilles."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921300.mp3,he is also worked at foxes chicago san francisco and new york,"He has also worked at Fox's Chicago, San Francisco, and New York City bureaus."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921304.mp3,of course this would not happen but they could not know this,"Of course, this would not happen, but they could not know this."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921344.mp3,he served as a back bench supporter of the david peterson government,He served as a backbench supporter of the David Peterson government.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921356.mp3,they were eventually re settled in switzerland,They were eventually resettled in Switzerland.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921366.mp3,historically the parish community has occupied eight different buildings,"Historically, the parish community has occupied eight different buildings."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921369.mp3,she is senior lecturer at the university of sterling,She is Senior Lecturer at the University of Stirling.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921371.mp3,in the third category are the officer ranks,In the third category are the Officer ranks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921387.mp3,meanwhile the first steam logamotte of dolbeardan was restored to her,"Meanwhile, the first steam locomotive, ""Dolbadarn"", was restored to working order."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921388.mp3,however the skillest found world widened as extremely long standing,"However, the skill is found worldwide and is of extremely long standing."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921391.mp3,more work place applications were introduced later such as instant messageing and document managed,"More Workplace applications were introduced later, such as instant messaging and document management."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921408.mp3,a poem for us,A poem for us.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921416.mp3,gregory was born in sutton coalfield in the west midland,Gregory was born in Sutton Coldfield in the West Midlands.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921427.mp3,the mountains of the reserve present landscapes and trails suitable for hiking and snow shoeing,The mountains of the reserve present landscapes and trails suitable for hiking snowshoeing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921429.mp3,it is an important breeding and rendering location for many water birds,It is an important breeding and wintering location for many waterbirds.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921442.mp3,motor city madhouse is an owen to ted's home town of detroit,Motor City Madhouse is an ode to Ted's hometown of Detroit.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921468.mp3,the shore of the tasman sea is the eastern boundary,The shore of the Tasman Sea is the eastern boundary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921496.mp3,adam's turn had two children,Adams and Turnage had two children.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921578.mp3,the distributed model is consequently only usually applied when accuracy calls for its use,The distributed model is consequently only usually applied when accuracy calls for its use.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921579.mp3,the rostrum is so named for its resemblance to a bird speak,The rostrum is so named for its resemblance to a bird's beak.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921595.mp3,this unit was originally based on a coin of the same name,This unit was originally based on a coin of the same name.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921608.mp3,the fermenting agent is palm toddy or yeast,The fermenting agent is palm toddy or yeast.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921626.mp3,he has also managed his club,He has also managed his club.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921652.mp3,poverty eventually sold as remaining shares of subpopte punishment,Pavitt eventually sold his remaining shares of Sub Pop to Poneman.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921653.mp3,the rebels mulatto leaders broke into the embassy and found sam,The rebels' mulatto leaders broke into the embassy and found Sam.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921678.mp3,constant bickering may have contributed to the ability of the ottomans to challenge them,Constant bickering may have contributed to the ability of the Ottomans to challenge them.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921704.mp3,kiroga was born in colhabamba,Quiroga was born in Cochabamba.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921705.mp3,resincent of the commune spoke yedish and russian,Residents of the commune spoke Yiddish and Russian.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921716.mp3,english like some other languages uses a paraphrastic passive,"English, like some other languages, uses a periphrastic passive."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921724.mp3,in bio geo chemistry his researches focussed on understanding the fate of soil,In biogeochemistry his research has focused on understanding the fate of soil organic matter.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921735.mp3,the two spent an evening together as they fall in love,The two spend an evening together as they fall in love.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979913.mp3,he was gazetted as a magistrate,He was gazetted as a magistrate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979915.mp3,in addition a new computer ranking the wesley collie matrix was at it,"In addition, a new computer ranking, the Wesley Colley Matrix, was added."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979938.mp3,the game received a mixed ticket reception,The game received mixed to good reception.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39631127.mp3,lizzie led india in tossed cricket and later became a cricket administrator and comment,Vizzy led India in Test cricket and later became a cricket administrator and commentator.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39673688.mp3,the rising sun symbolizes the dawning of a new era,The rising sun symbolises the dawning of a new era.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661400.mp3,there is nothing more satisfying than cracking your fingers in a morning,There is nothing more satisfying than cracking your fingers in the morning.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661401.mp3,hence penteaugonal matrons us boss,"Hence, pentadiagonal matrices are sparse."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661438.mp3,then the prince of persia cries out one final time,Then the Prince of Persia cries out one final time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661485.mp3,it is used as a method for proving joint conversions results,It is used as a method for proving joint convergence results.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661487.mp3,they assemble in a body at the town court and read the scriptures,They assemble in a body at the Town Court and read the scriptures.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661523.mp3,when the feast is over the fire is carefully extinguished,"When the feast is over, the fire is carefully extinguished."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661801.mp3,the ensigns recorded a number of sessions but never releases any,The Enzymes recorded a number of sessions but never releases any.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661826.mp3,the album consists entirely of cup of versions of orange bee songs,The album consists entirely of cover versions of R and B songs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39661848.mp3,the song is to sing as plea for escape from his past mistakes,"The song is the singer's plea for ""escape"" from his past mistakes."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39683829.mp3,a genesis lacks the hidden area near the end of the first level,The Genesis lacks the hidden area near the end of the first level.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39683832.mp3,she travelled extensively attending events and collecting information for our husband,"She travelled extensively, attending events and collecting information for her husband."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39683941.mp3,he also dismissed the idea of mosque crawlers saying some one has a great imagine,"He also dismissed the idea of ""mosque crawlers,"" saying, ""Someone has a great imagination."
